DATASET INFORMATION:
TOTAL PACKAGES: 620221
TOTAL SNIPPETS: 2161911
--------
ERROR ANALYSIS

ERROR, CODE, CATEGORY, NUM OCCURANCES, NUM AFFECTED SNIPPETS, FIRST ID, PERCENT
Enum declarations can only merge with namespace or other enum declarations., 2567, 1, 2, 2, 1324251, 9.25107462795647e-7
Expected corresponding closing tag for JSX fragment., 17015, 1, 2, 2, 1649352, 9.25107462795647e-7
Conversion of type 'void' to type '{ ref: RefCallback<Document>; }' may be a mistake because neither type sufficiently overlaps with the other. If this was intentional, convert the expression to 'unknown' first., 2352, 1, 2, 2, 1706259, 9.25107462795647e-7
Identifier expected. 'interface' is a reserved word in strict mode. Class definitions are automatically in strict mode., 1213, 1, 2, 1, 1867209, 4.625537313978235e-7
An unary expression with the '-' operator is not allowed in the left-hand side of an exponentiation expression. Consider enclosing the expression in parentheses., 17006, 1, 2, 2, 1937200, 9.25107462795647e-7
Unused '@ts-expect-error' directive., 2578, 1, 2, 1, 2001250, 4.625537313978235e-7
Type of 'await' operand must either be a valid promise or must not contain a callable 'then' member., 1320, 1, 1, 1, 62468, 4.625537313978235e-7
'let' declarations can only be declared inside a block., 1157, 1, 1, 1, 79763, 4.625537313978235e-7
Property 'delete' of type '(path: string, queryParams?: { [param: string]: string | string[]; }) => any' is not assignable to 'string' index type 'string | string[]'., 2411, 1, 1, 1, 101631, 4.625537313978235e-7
The left-hand side of a 'for...in' statement cannot be a destructuring pattern., 2491, 1, 1, 1, 136023, 4.625537313978235e-7
A binding pattern parameter cannot be optional in an implementation signature., 2463, 1, 1, 1, 141910, 4.625537313978235e-7
Class declaration cannot implement overload list for 'ValidationError'., 2813, 1, 1, 1, 257148, 4.625537313978235e-7
Function with bodies can only merge with classes that are ambient., 2814, 1, 1, 1, 257148, 4.625537313978235e-7
Parameter '{
        results,
        errors
    }' cannot reference identifier 'results' declared after it., 2373, 1, 1, 1, 369351, 4.625537313978235e-7
'let' is not allowed to be used as a name in 'let' or 'const' declarations., 2480, 1, 1, 1, 388317, 4.625537313978235e-7
An enum member name must be followed by a ',', '=', or '}'., 1357, 1, 1, 1, 443024, 4.625537313978235e-7
Ambient modules cannot be nested in other modules or namespaces., 2435, 1, 1, 1, 450927, 4.625537313978235e-7
'for await' loops are only allowed at the top level of a file when that file is a module, but this file has no imports or exports. Consider adding an empty 'export {}' to make this file a module., 1431, 1, 1, 1, 456172, 4.625537313978235e-7
Only a single variable declaration is allowed in a 'for...in' statement., 1091, 1, 1, 1, 484257, 4.625537313978235e-7
'super' must be followed by an argument list or member access., 1034, 1, 1, 1, 494085, 4.625537313978235e-7
Return type of constructor signature must be assignable to the instance type of the class., 2409, 1, 1, 1, 548370, 4.625537313978235e-7
An index signature must have exactly one parameter., 1096, 1, 1, 1, 554881, 4.625537313978235e-7
A 'set' accessor must have exactly one parameter., 1049, 1, 1, 1, 574195, 4.625537313978235e-7
Identifier expected. 'static' is a reserved word in strict mode., 1212, 1, 1, 1, 792269, 4.625537313978235e-7
Interface name cannot be 'const'., 2427, 1, 1, 1, 886856, 4.625537313978235e-7
Initializer of instance member variable 'onPress' cannot reference identifier 'props' declared in the constructor., 2301, 1, 1, 1, 927205, 4.625537313978235e-7
Numeric separators are not allowed here., 6188, 1, 1, 1, 992007, 4.625537313978235e-7
Invalid 'reference' directive syntax., 1084, 1, 1, 1, 1063710, 4.625537313978235e-7
Value of type '(uri: any, opts: any, cb: any) => any' has no properties in common with type 'ParseArgsConfig'. Did you mean to call it?, 2560, 1, 1, 1, 1112651, 4.625537313978235e-7
It is likely that you are missing a comma to separate these two template expressions. They form a tagged template expression which cannot be invoked., 2796, 1, 1, 1, 1130903, 4.625537313978235e-7
All declarations of 'ArrayLike' must have identical type parameters., 2428, 1, 1, 1, 1152817, 4.625537313978235e-7
Decorators cannot be applied to multiple get/set accessors of the same name., 1207, 1, 1, 1, 1290532, 4.625537313978235e-7
A rest parameter cannot have an initializer., 1048, 1, 1, 1, 1327934, 4.625537313978235e-7
Type '{}' has no matching index signature for type 'string'., 2537, 1, 1, 1, 1337335, 4.625537313978235e-7
A constructor cannot have a 'this' parameter., 2681, 1, 1, 1, 1425420, 4.625537313978235e-7
Cannot use namespace 'NodeJS' as a value., 2708, 1, 1, 1, 1465889, 4.625537313978235e-7
'assert' can only be imported by using a 'require' call or by turning on the 'esModuleInterop' flag and using a default import., 2598, 1, 1, 1, 1613464, 4.625537313978235e-7
Class 'Resolver' defines instance member property 'resolve', but extended class 'TestResolver' defines it as instance member function., 2425, 1, 1, 1, 1621306, 4.625537313978235e-7
A computed property name in a class property declaration must have a simple literal type or a 'unique symbol' type., 1166, 1, 1, 1, 1731672, 4.625537313978235e-7
'extends' list cannot be empty., 1097, 1, 1, 1, 1761298, 4.625537313978235e-7
'extends' clause already seen., 1172, 1, 1, 1, 1761298, 4.625537313978235e-7
The 'this' context of type 'void' is not assignable to method's 'this' of type 'REPLServer'., 2684, 1, 1, 1, 1824676, 4.625537313978235e-7
Index signature in type 'String' only permits reading., 2542, 1, 1, 1, 1914843, 4.625537313978235e-7
'get' and 'set' accessors cannot declare 'this' parameters., 2784, 1, 1, 1, 1965802, 4.625537313978235e-7
Unexpected end of text., 1126, 1, 1, 1, 1991993, 4.625537313978235e-7
Function implementation name must be 'super'., 2389, 1, 1, 1, 1999968, 4.625537313978235e-7
Classes can only extend a single class., 1174, 1, 1, 1, 2015065, 4.625537313978235e-7

Total errors: 925277
Snippets without errors: 1622272/2161803(0.7504254550484017)
Fixed: 1343992/2161803(0.6216995720701655)
Snippets no lines: 483169/2161803(0.22350278910705554)
Code lines: 14190411
Snippets timed out: 0/2161911(0)
Snippets failed: 108/2161911(0.00004995580299096494)
Snippets lineFailed: 22/2161911(0.000010176182090752116)
