DATASET INFORMATION:
TOTAL PACKAGES: 620221
TOTAL SNIPPETS: 2161911
--------
ERROR ANALYSIS

ERROR, CODE, CATEGORY, NUM OCCURANCES, NUM AFFECTED SNIPPETS, FIRST ID, PERCENT
A computed property name in a class property declaration must have a simple literal type or a 'unique symbol' type., 1166, 1, 18, 13, 72435, 0.000006013198508171706
An index signature parameter type must be 'string', 'number', 'symbol', or a template literal type., 1268, 1, 18, 14, 115899, 0.000006475752239569529
Type satisfaction expressions can only be used in TypeScript files., 8037, 1, 18, 14, 400519, 0.000006475752239569529
Private identifiers are not allowed in variable declarations., 18029, 1, 18, 11, 460965, 0.000005088091045376058
'async' modifier cannot appear on a type member., 1070, 1, 17, 7, 461275, 0.0000032378761197847644
Expected corresponding closing tag for JSX fragment., 17015, 1, 16, 16, 15175, 0.000007400859702365176
Type alias 'requestErrorLog' circularly references itself., 2456, 1, 16, 16, 64147, 0.000007400859702365176
Decorators must precede the name and all keywords of property declarations., 1436, 1, 16, 16, 87171, 0.000007400859702365176
'Point' only refers to a type, but is being used as a namespace here., 2702, 1, 15, 15, 232785, 0.000006938305970967353
A 'get' accessor cannot have parameters., 1054, 1, 15, 10, 1094343, 0.000004625537313978235
Return type of constructor signature must be assignable to the instance type of the class., 2409, 1, 14, 14, 14499, 0.000006475752239569529
Type 'MUITextInputProperties' recursively references itself as a base type., 2310, 1, 14, 14, 59679, 0.000006475752239569529
A rest parameter must be of an array type., 2370, 1, 14, 13, 431881, 0.000006013198508171706
Duplicate identifier 'arguments'. Compiler uses 'arguments' to initialize rest parameters., 2396, 1, 14, 10, 532091, 0.000004625537313978235
Assertions require every name in the call target to be declared with an explicit type annotation., 2775, 1, 14, 1, 1603408, 4.625537313978235e-7
Cannot start a function call in a type annotation., 1441, 1, 13, 13, 434696, 0.000006013198508171706
Types cannot appear in export declarations in JavaScript files., 18043, 1, 13, 10, 490897, 0.000004625537313978235
Required type parameters may not follow optional type parameters., 2706, 1, 12, 7, 10064, 0.0000032378761197847644
Type argument list cannot be empty., 1099, 1, 12, 11, 22468, 0.000005088091045376058
An interface property cannot have an initializer., 1246, 1, 12, 2, 102091, 9.25107462795647e-7
A parameter property is only allowed in a constructor implementation., 2369, 1, 12, 11, 166400, 0.000005088091045376058
Cannot use 'this' in a static property initializer of a decorated class., 2816, 1, 12, 3, 244023, 0.0000013876611941934705
Value of type '(error: any, result: any) => any' has no properties in common with type 'RunOptions'. Did you mean to call it?, 2560, 1, 12, 12, 850421, 0.000005550644776773882
Dynamic import's specifier must be of type 'string', but here has type '{ onBoundary: (doc: any, cb: any) => void; onFinish: (err: any) => void; }'., 7036, 1, 11, 11, 49950, 0.000005088091045376058
'AddressInfo' is a type and cannot be imported in JavaScript files. Use 'import("net").AddressInfo' in a JSDoc type annotation., 18042, 1, 11, 9, 53181, 0.000004162983582580411
Cannot find parameter 'error'., 1225, 1, 11, 11, 81455, 0.000005088091045376058
A rest element type must be an array type., 2574, 1, 11, 8, 306651, 0.000003700429851182588
Type 'String' has no matching index signature for type 'string'., 2537, 1, 11, 7, 576567, 0.0000032378761197847644
'let' is not allowed to be used as a name in 'let' or 'const' declarations., 2480, 1, 10, 10, 19538, 0.000004625537313978235
A 'declare' modifier cannot be used in an already ambient context., 1038, 1, 10, 7, 116430, 0.0000032378761197847644
Cannot find name 'props'. Did you mean the instance member 'this.props'?, 2663, 1, 10, 7, 122617, 0.0000032378761197847644
Implicit conversion of a 'symbol' to a 'string' will fail at runtime. Consider wrapping this expression in 'String(...)'., 2731, 1, 10, 9, 195383, 0.000004162983582580411
'await' expressions cannot be used in a parameter initializer., 2524, 1, 10, 2, 257187, 9.25107462795647e-7
A 'continue' statement can only be used within an enclosing iteration statement., 1104, 1, 10, 10, 315187, 0.000004625537313978235
Constructor of class 'Interface' is protected and only accessible within the class declaration., 2674, 1, 10, 9, 701205, 0.000004162983582580411
Duplicate identifier 'Promise'. Compiler reserves name 'Promise' in top level scope of a module containing async functions., 2529, 1, 9, 9, 83994, 0.000004162983582580411
Identifier expected. 'interface' is a reserved word in strict mode. Class definitions are automatically in strict mode., 1213, 1, 9, 5, 112381, 0.0000023127686569891176
The left-hand side of a 'for...in' statement cannot be a destructuring pattern., 2491, 1, 9, 6, 136023, 0.000002775322388386941
This condition will always return 'false'., 2845, 1, 9, 9, 185455, 0.000004162983582580411
Parameter 'columnsArr' cannot reference identifier 'colKey' declared after it., 2373, 1, 9, 9, 307170, 0.000004162983582580411
An enum member cannot have a numeric name., 2452, 1, 9, 4, 352985, 0.000001850214925591294
'RequestMethod' cannot be used as a value because it was imported using 'import type'., 1361, 1, 9, 8, 375843, 0.000003700429851182588
Did you mean to use a ':'? An '=' can only follow a property name when the containing object literal is part of a destructuring pattern., 1312, 1, 9, 4, 847207, 0.000001850214925591294
Function implementation name must be 'a'., 2389, 1, 9, 9, 883761, 0.000004162983582580411
Property 'comments' is private and only accessible within class 'MyVisitor'., 2341, 1, 8, 7, 25427, 0.0000032378761197847644
'"stream"' has no exported member named 'Writeable'. Did you mean 'Writable'?, 2724, 1, 8, 8, 35119, 0.000003700429851182588
Variable declaration list cannot be empty., 1123, 1, 8, 8, 111113, 0.000003700429851182588
Private identifiers cannot be used as parameters., 18009, 1, 8, 6, 232693, 0.000002775322388386941
A rest parameter or binding pattern may not have a trailing comma., 1013, 1, 8, 8, 472037, 0.000003700429851182588
An overload signature cannot be declared as a generator., 1222, 1, 8, 8, 954017, 0.000003700429851182588
Multiple constructor implementations are not allowed., 2392, 1, 8, 3, 1097288, 0.0000013876611941934705
Line terminator not permitted before arrow., 1200, 1, 7, 6, 153188, 0.000002775322388386941
File 'D:/Documents/GitHub/node_code_correction/node_modules/@types/node/index.d.ts' is not a module., 2306, 1, 7, 7, 204992, 0.0000032378761197847644
Ambient module declaration cannot specify relative module name., 2436, 1, 7, 7, 249677, 0.0000032378761197847644
Code contained in a class is evaluated in JavaScript's strict mode which does not allow this use of 'arguments'. For more information, see https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Strict_mode., 1210, 1, 7, 4, 973345, 0.000001850214925591294
'super' must be called before accessing 'this' in the constructor of a derived class., 17009, 1, 7, 3, 978433, 0.0000013876611941934705
Decorators cannot be applied to multiple get/set accessors of the same name., 1207, 1, 6, 6, 305521, 0.000002775322388386941
Namespace must be given a name., 1437, 1, 6, 6, 401627, 0.000002775322388386941
Interface must be given a name., 1438, 1, 6, 6, 442999, 0.000002775322388386941
This expression is not callable because it is a 'get' accessor. Did you mean to use it without '()'?, 6234, 1, 5, 5, 326791, 0.0000023127686569891176
Decorator function return type 'Promise<any[]>' is not assignable to type 'void | TypedPropertyDescriptor<(a: any, b: any) => any>'., 1270, 1, 5, 5, 484156, 0.0000023127686569891176
Global module exports may only appear in module files., 1314, 1, 5, 5, 685864, 0.0000023127686569891176
Class static side 'typeof CircleDef' incorrectly extends base class static side 'typeof ShapeDef'., 2417, 1, 5, 4, 869369, 0.000001850214925591294
Decorator function return type is 'Buffer' but is expected to be 'void' or 'any'., 1271, 1, 5, 1, 1819369, 4.625537313978235e-7
Dynamic imports only support a second argument when the '--module' option is set to 'esnext', 'node16', or 'nodenext'., 1324, 1, 4, 4, 61573, 0.000001850214925591294
Module '"fs"' has no default export. Did you mean to use 'import { readFile } from "fs"' instead?, 2613, 1, 4, 4, 70024, 0.000001850214925591294
Enum member expected., 1132, 1, 4, 3, 114465, 0.0000013876611941934705
Only ambient modules can use quoted names., 1035, 1, 4, 3, 243348, 0.0000013876611941934705
Type 'void' does not satisfy the constraint '(...args: any) => any'., 2344, 1, 4, 3, 307962, 0.0000013876611941934705
Type 'Extract<keyof this, string>' cannot be used to index type '{}'., 2536, 1, 4, 4, 348264, 0.000001850214925591294
Class 'ApplicationError' incorrectly extends base class 'Error'., 2415, 1, 4, 3, 525735, 0.0000013876611941934705
An interface can only extend an identifier/qualified-name with optional type arguments., 2499, 1, 4, 4, 554482, 0.000001850214925591294
No overload expects 4 arguments, but overloads do exist that expect either 2 or 5 arguments., 2575, 1, 4, 2, 747894, 9.25107462795647e-7
Unexpected token. A type parameter name was expected without curly braces., 1069, 1, 4, 4, 883714, 0.000001850214925591294
Unused '@ts-expect-error' directive., 2578, 1, 4, 3, 883733, 0.0000013876611941934705
File 'test.setup.html' has an unsupported extension. The only supported extensions are '.ts', '.tsx', '.d.ts', '.js', '.jsx', '.cts', '.d.cts', '.cjs', '.mts', '.d.mts', '.mjs'., 6054, 1, 4, 4, 1037521, 0.000001850214925591294
A bigint literal must be an integer., 1353, 1, 4, 4, 1140197, 0.000001850214925591294
'assert' can only be imported by using a 'require' call or by turning on the 'esModuleInterop' flag and using a default import., 2598, 1, 4, 4, 1613464, 0.000001850214925591294
A rest element must be last in a destructuring pattern., 2462, 1, 3, 3, 92865, 0.0000013876611941934705
A decorator can only decorate a method implementation, not an overload., 1249, 1, 3, 3, 112381, 0.0000013876611941934705
Cannot import type declaration files. Consider importing 'esydoc' instead of '@types/esydoc'., 6137, 1, 3, 3, 127699, 0.0000013876611941934705
Initializer of instance member variable 'runAndTellThat' cannot reference identifier 'MY_EVENT_TYPE' declared in the constructor., 2301, 1, 3, 2, 196951, 9.25107462795647e-7
Class name cannot be 'object'., 2414, 1, 3, 3, 290098, 0.0000013876611941934705
Cannot augment module 'Intl' with value exports because it resolves to a non-module entity., 2649, 1, 3, 3, 408800, 0.0000013876611941934705
The 'Object' type is assignable to very few other types. Did you mean to use the 'any' type instead?, 2696, 1, 3, 3, 452774, 0.0000013876611941934705
Type '"INCREMEN"' is not assignable to type '"@@redux/INIT" | "INCREMENT" | "DECREMENT"'. Did you mean '"INCREMENT"'?, 2820, 1, 3, 3, 574563, 0.0000013876611941934705
Abstract methods can only appear within an abstract class., 1244, 1, 3, 1, 790838, 4.625537313978235e-7
An export assignment cannot have modifiers., 1120, 1, 3, 3, 857721, 0.0000013876611941934705
JSDoc '@param' tag has name 'race', but there is no parameter with that name. It would match 'arguments' if it had an array type., 8029, 1, 3, 3, 877121, 0.0000013876611941934705
Invalid use of 'arguments' in strict mode., 1100, 1, 3, 3, 973269, 0.0000013876611941934705
A parameter property cannot be declared using a rest parameter., 1317, 1, 3, 2, 1987766, 9.25107462795647e-7
'async' modifier cannot appear on a constructor declaration., 1089, 1, 2, 2, 5098, 9.25107462795647e-7
Type parameter 'T' has a circular default., 2716, 1, 2, 2, 27564, 9.25107462795647e-7
Type of 'await' operand must either be a valid promise or must not contain a callable 'then' member., 1320, 1, 2, 2, 62468, 9.25107462795647e-7
Dynamic imports can only accept a module specifier and an optional assertion as arguments, 1450, 3, 2, 2, 241928, 9.25107462795647e-7
Catch clause variable type annotation must be 'any' or 'unknown' if specified., 1196, 1, 2, 2, 343473, 9.25107462795647e-7
The left-hand side of an assignment expression may not be an optional property access., 2779, 1, 2, 1, 370112, 4.625537313978235e-7
The 'this' context of type 'void' is not assignable to method's 'this' of type 'REPLServer'., 2684, 1, 2, 2, 378242, 9.25107462795647e-7
Could not resolve the path 'foo' with the extensions: '.ts', '.tsx', '.d.ts', '.js', '.jsx', '.cts', '.d.cts', '.cjs', '.mts', '.d.mts', '.mjs'., 6231, 1, 2, 2, 440659, 9.25107462795647e-7
Identifier expected. 'await' is a reserved word at the top-level of a module., 1262, 1, 2, 2, 486202, 9.25107462795647e-7
Type 'void' must have a '[Symbol.asyncIterator]()' method that returns an async iterator., 2504, 1, 2, 2, 548802, 9.25107462795647e-7
Line break not permitted here., 1142, 1, 2, 2, 549219, 9.25107462795647e-7
A 'set' accessor must have exactly one parameter., 1049, 1, 2, 2, 574195, 9.25107462795647e-7
Duplicate property '1'., 2718, 1, 2, 1, 643780, 4.625537313978235e-7
A default export must be at the top level of a file or module declaration., 1258, 1, 2, 1, 673661, 4.625537313978235e-7
Jump target cannot cross function boundary., 1107, 1, 2, 2, 786972, 9.25107462795647e-7
Identifier expected. 'static' is a reserved word in strict mode., 1212, 1, 2, 1, 792269, 4.625537313978235e-7
Expected 1 argument, but got 0. 'new Promise()' needs a JSDoc hint to produce a 'resolve' that can be called without arguments., 2810, 1, 2, 2, 883795, 9.25107462795647e-7
Import assertions are only supported when the '--module' option is set to 'esnext' or 'nodenext'., 2821, 1, 2, 2, 885154, 9.25107462795647e-7
Import or export declaration in an ambient module declaration cannot reference module through relative module name., 2439, 1, 2, 1, 1054147, 4.625537313978235e-7
The left-hand side of a 'for...of' statement must be a variable or a property access., 2487, 1, 2, 2, 1105500, 9.25107462795647e-7
JSDoc '...' may only appear in the last parameter of a signature., 8028, 1, 2, 1, 1195117, 4.625537313978235e-7
This member cannot have a JSDoc comment with an '@override' tag because its containing class 'ReactNativeViewController' does not extend another class., 4121, 1, 2, 2, 1400285, 9.25107462795647e-7
Operator '+' cannot be applied to type 'bigint'., 2736, 1, 2, 1, 1824920, 4.625537313978235e-7
A rest parameter cannot be optional., 1047, 1, 2, 2, 1887230, 9.25107462795647e-7
Interface declaration cannot have 'implements' clause., 1176, 1, 1, 1, 347662, 4.625537313978235e-7
An index signature must have exactly one parameter., 1096, 1, 1, 1, 554881, 4.625537313978235e-7
Module '"module"' uses 'export =' and cannot be used with 'export *'., 2498, 1, 1, 1, 575315, 4.625537313978235e-7
Property '1' was also declared here., 2733, 1, 1, 1, 643780, 4.625537313978235e-7
Type 'void' must have a '[Symbol.iterator]()' method that returns an iterator., 2488, 1, 1, 1, 701230, 4.625537313978235e-7
Pattern '*.css[*.less/*.scss]' can have at most one '*' character., 5061, 1, 1, 1, 751644, 4.625537313978235e-7
'this' cannot be referenced in a module or namespace body., 2331, 1, 1, 1, 874259, 4.625537313978235e-7
Unexpected end of text., 1126, 1, 1, 1, 909014, 4.625537313978235e-7
The type 'readonly any[]' is 'readonly' and cannot be assigned to the mutable type 'any[]'., 4104, 1, 1, 1, 946025, 4.625537313978235e-7
An index signature parameter type cannot be a literal type or generic type. Consider using a mapped object type instead., 1337, 1, 1, 1, 950069, 4.625537313978235e-7
A bigint literal cannot use exponential notation., 1352, 1, 1, 1, 992007, 4.625537313978235e-7
Invalid 'reference' directive syntax., 1084, 1, 1, 1, 1063710, 4.625537313978235e-7
Statements are not allowed in ambient contexts., 1036, 1, 1, 1, 1103112, 4.625537313978235e-7
Base constructors must all have the same return type., 2510, 1, 1, 1, 1153913, 4.625537313978235e-7
The operand of an increment or decrement operator may not be an optional property access., 2777, 1, 1, 1, 1192163, 4.625537313978235e-7
Export declarations are not permitted in a namespace., 1194, 1, 1, 1, 1194050, 4.625537313978235e-7
Property 'start' does not exist on type 'Node'. Try changing the 'lib' compiler option to include 'dom'., 2812, 1, 1, 1, 1269606, 4.625537313978235e-7
An enum member cannot be named with a private identifier., 18024, 1, 1, 1, 1271110, 4.625537313978235e-7
A rest parameter cannot have an initializer., 1048, 1, 1, 1, 1327934, 4.625537313978235e-7
The left-hand side of a 'for...of' statement cannot use a type annotation., 2483, 1, 1, 1, 1404928, 4.625537313978235e-7
In an enum with multiple declarations, only one declaration can omit an initializer for its first enum element., 2432, 1, 1, 1, 1496850, 4.625537313978235e-7
Class 'Resolver' defines instance member property 'resolve', but extended class 'TestResolver' defines it as instance member function., 2425, 1, 1, 1, 1621306, 4.625537313978235e-7
'let' declarations can only be declared inside a block., 1157, 1, 1, 1, 1717924, 4.625537313978235e-7
An index signature must have a type annotation., 1021, 1, 1, 1, 1738459, 4.625537313978235e-7
'extends' list cannot be empty., 1097, 1, 1, 1, 1761298, 4.625537313978235e-7
'extends' clause already seen., 1172, 1, 1, 1, 1761298, 4.625537313978235e-7
Cannot assign to 'PlayerState' because it is an enum., 2628, 1, 1, 1, 1799737, 4.625537313978235e-7
The operand of a 'delete' operator cannot be a read-only property., 2704, 1, 1, 1, 1810754, 4.625537313978235e-7
A 'break' statement can only jump to a label of an enclosing statement., 1116, 1, 1, 1, 1857267, 4.625537313978235e-7
Cannot extend a class '"crypto".Hash'. Class constructor is marked as private., 2675, 1, 1, 1, 1901991, 4.625537313978235e-7
'get' and 'set' accessors cannot declare 'this' parameters., 2784, 1, 1, 1, 1965802, 4.625537313978235e-7
An interface cannot extend a primitive type like 'number'; an interface can only extend named types and classes, 2840, 1, 1, 1, 1989206, 4.625537313978235e-7
Classes can only extend a single class., 1174, 1, 1, 1, 2015065, 4.625537313978235e-7
A constructor cannot contain a 'super' call when its class extends 'null'., 17005, 1, 1, 1, 2123401, 4.625537313978235e-7

Total errors: 14096112
Snippets without errors: 648814/2161803(0.30012632973494807)
Fixed: 602629/2161803(0.27876221838900217)
Snippets no lines: 9964/2161803(0.004609115631720374)
Code lines: 18221777
Snippets timed out: 0/2161911(0)
Snippets failed: 108/2161911(0.00004995580299096494)
Snippets lineFailed: 0/2161911(0)
